group	x	ymin	ymax
3	4	90.1754385964912	90.3508771929825
3	5	95.0877192982456	96.6666666666667
3	6	95.0877192982456	95.6140350877193
3	7	95.0877192982456	95.9649122807018
3	8	95.0877192982456	96.8421052631579
3	9	95.0877192982456	95.9649122807018
3	10	95.0877192982456	95.7894736842105
3	11	95.2631578947368	95.4385964912281
3	12	95.9649122807018	97.1929824561404
3	13	95.7894736842105	97.1929824561404
3	14	96.140350877193	97.0175438596491
3	15	96.140350877193	97.0175438596491
3	16	96.140350877193	97.0175438596491
3	17	95.7894736842105	97.1929824561404
3	18	95.6140350877193	97.0175438596491
3	19	95.0877192982456	97.0175438596491
3	20	94.3859649122807	97.3684210526316
3	21	94.9122807017544	97.1929824561404
3	22	94.9122807017544	97.1929824561404
3	23	82.6315789473684	97.0175438596491
3	24	87.5438596491228	97.0175438596491
3	25	68.7719298245614	97.0175438596491
3	26	47.3684210526316	97.1929824561404
3	27	67.0175438596491	97.1929824561404
3	28	61.9298245614035	96.8421052631579
3	29	62.9824561403509	96.8421052631579
3	30	62.1052631578947	97.0175438596491
3	31	64.2105263157895	83.6842105263158
3	32	45.0877192982456	64.0350877192983
3	33	52.9824561403509	79.2982456140351
3	34	47.3684210526316	75.2631578947369
3	35	47.8947368421053	63.859649122807
3	36	65.7894736842105	84.5614035087719
3	37	74.2105263157895	96.8421052631579
3	38	16.4912280701754	71.7543859649123
3	39	65.4385964912281	71.4035087719298
3	40	71.4035087719298	79.4736842105263
3	41	46.140350877193	70.8771929824561
3	42	40.8771929824561	69.6491228070175
3	43	42.9824561403509	69.4736842105263
3	44	66.3157894736842	83.6842105263158
3	45	68.2456140350877	83.6842105263158
3	46	52.8070175438597	82.4561403508772
3	47	36.3157894736842	79.1228070175439
3	48	32.1052631578947	82.9824561403509
3	49	31.7543859649123	72.9824561403509
3	50	32.8070175438597	44.7368421052632
3	51	16.3157894736842	54.5614035087719
3	52	33.1578947368421	83.6842105263158
3	53	32.4561403508772	83.6842105263158
3	54	16.3157894736842	50.5263157894737
3	55	27.1929824561404	83.1578947368421
3	56	17.8947368421053	83.6842105263158
3	57	33.3333333333333	83.6842105263158
3	58	62.6315789473684	83.6842105263158
3	59	38.4210526315789	83.6842105263158
3	60	56.140350877193	83.6842105263158
7	4	90.1754385964912	90.1754385964912
7	5	89.6491228070176	90.5263157894737
7	6	90.3508771929825	93.3333333333333
7	7	90.3508771929825	94.5614035087719
7	8	91.0526315789474	94.7368421052632
7	9	91.4035087719298	95.0877192982456
7	10	92.6315789473684	96.6666666666667
7	11	94.9122807017544	95.4385964912281
7	12	94.3859649122807	96.8421052631579
7	13	93.3333333333333	94.9122807017544
7	14	94.3859649122807	96.4912280701754
7	15	93.5087719298246	95.9649122807018
7	16	94.2105263157895	96.8421052631579
7	17	94.2105263157895	97.1929824561404
7	18	93.859649122807	96.4912280701754
7	19	94.2105263157895	94.7368421052632
7	20	93.5087719298246	95.6140350877193
7	21	95.7894736842105	96.6666666666667
7	22	95.7894736842105	96.4912280701754
7	23	95.2631578947368	95.9649122807018
7	24	94.0350877192983	94.9122807017544
7	25	94.9122807017544	95.7894736842105
7	26	96.4912280701754	97.0175438596491
7	27	94.9122807017544	96.4912280701754
7	28	95.2631578947368	97.1929824561404
7	29	94.7368421052632	95.7894736842105
7	30	94.7368421052632	96.4912280701754
7	31	94.7368421052632	95.6140350877193
7	32	94.5614035087719	95.7894736842105
7	33	94.7368421052632	96.4912280701754
7	34	94.3859649122807	96.4912280701754
7	35	94.7368421052632	97.0175438596491
7	36	94.7368421052632	95.6140350877193
7	37	92.1052631578947	95.7894736842105
7	38	94.5614035087719	96.4912280701754
7	39	94.0350877192983	95.7894736842105
7	40	92.4561403508772	95.7894736842105
7	41	94.7368421052632	95.6140350877193
7	42	94.0350877192983	95.7894736842105
7	43	94.7368421052632	96.140350877193
7	44	95.7894736842105	97.5438596491228
7	45	95.6140350877193	97.719298245614
7	46	95.7894736842105	97.5438596491228
7	47	95.7894736842105	97.0175438596491
7	48	95.6140350877193	97.3684210526316
7	49	95.0877192982456	96.8421052631579
7	50	92.9824561403509	95.9649122807018
7	51	97.0175438596491	97.3684210526316
7	52	95.7894736842105	96.8421052631579
7	53	96.3157894736842	97.1929824561404
7	54	95.7894736842105	97.3684210526316
7	55	96.4912280701754	97.1929824561404
7	56	95.7894736842105	97.1929824561404
7	57	96.4912280701754	97.1929824561404
7	58	95.6140350877193	97.1929824561404
7	59	96.3157894736842	97.1929824561404
7	60	95.6140350877193	97.1929824561404
