group	x	y	showSelected1
1	2	93.859649122807	GP_Erf_EP_testtailored
1	2	93.859649122807	GP_Erf_EP_testtailored_2
1	2	93.859649122807	GP_logistic_EP
1	2	93.859649122807	GP_logistic_EP_testtailored
1	4	93.859649122807	GP_Erf_EP_testtailored
1	4	93.859649122807	GP_Erf_EP_testtailored_2
1	4	93.859649122807	GP_logistic_EP
1	4	93.859649122807	GP_logistic_EP_testtailored
1	6	93.859649122807	GP_Erf_EP_testtailored
1	6	93.859649122807	GP_Erf_EP_testtailored_2
1	6	93.859649122807	GP_logistic_EP
1	6	93.859649122807	GP_logistic_EP_testtailored
1	8	93.859649122807	GP_Erf_EP_testtailored
1	8	93.859649122807	GP_Erf_EP_testtailored_2
1	8	93.859649122807	GP_logistic_EP
1	8	92.4561403508772	GP_logistic_EP_testtailored
1	10	92.6315789473684	GP_Erf_EP_testtailored
1	10	92.4561403508772	GP_Erf_EP_testtailored_2
1	10	92.8070175438596	GP_logistic_EP
1	10	92.280701754386	GP_logistic_EP_testtailored
1	12	92.4561403508772	GP_Erf_EP_testtailored
1	12	92.4561403508772	GP_Erf_EP_testtailored_2
1	12	92.8070175438596	GP_logistic_EP
1	12	90.8771929824561	GP_logistic_EP_testtailored
1	14	92.4561403508772	GP_Erf_EP_testtailored
1	14	92.4561403508772	GP_Erf_EP_testtailored_2
1	14	92.8070175438596	GP_logistic_EP
1	14	90.1754385964912	GP_logistic_EP_testtailored
1	16	92.4561403508772	GP_Erf_EP_testtailored
1	16	92.280701754386	GP_Erf_EP_testtailored_2
1	16	91.4035087719298	GP_logistic_EP
1	16	89.8245614035088	GP_logistic_EP_testtailored
1	18	92.4561403508772	GP_Erf_EP_testtailored
1	18	92.280701754386	GP_Erf_EP_testtailored_2
1	18	90.5263157894737	GP_logistic_EP
1	18	89.8245614035088	GP_logistic_EP_testtailored
1	20	92.280701754386	GP_Erf_EP_testtailored
1	20	92.280701754386	GP_Erf_EP_testtailored_2
1	20	90	GP_logistic_EP
1	20	89.8245614035088	GP_logistic_EP_testtailored
1	25	92.280701754386	GP_Erf_EP_testtailored
1	25	92.4561403508772	GP_Erf_EP_testtailored_2
1	25	89.8245614035088	GP_logistic_EP
1	25	90.3508771929825	GP_logistic_EP_testtailored
1	30	92.280701754386	GP_Erf_EP_testtailored
1	30	92.280701754386	GP_Erf_EP_testtailored_2
1	30	88.7719298245614	GP_logistic_EP
1	30	91.4035087719298	GP_logistic_EP_testtailored
1	31.4	92.280701754386	GP_Erf_EP_testtailored
1	31.4	92.280701754386	GP_Erf_EP_testtailored_2
1	31.4	88.421052631579	GP_logistic_EP
1	31.4	91.4035087719298	GP_logistic_EP_testtailored
1	31.4	92.4561403508772	GP_Erf_EP_testtailored
1	31.4	92.280701754386	GP_Erf_EP_testtailored_2
1	31.4	89.4736842105263	GP_logistic_EP
1	31.4	91.4035087719298	GP_logistic_EP_testtailored
1	31.4	92.4561403508772	GP_Erf_EP_testtailored
1	31.4	92.280701754386	GP_Erf_EP_testtailored_2
1	31.4	89.8245614035088	GP_logistic_EP
1	31.4	91.4035087719298	GP_logistic_EP_testtailored
1	31.4	92.4561403508772	GP_Erf_EP_testtailored
1	31.4	92.280701754386	GP_Erf_EP_testtailored_2
1	31.4	89.8245614035088	GP_logistic_EP
1	31.4	91.4035087719298	GP_logistic_EP_testtailored
1	31.4	92.4561403508772	GP_Erf_EP_testtailored
1	31.4	92.280701754386	GP_Erf_EP_testtailored_2
1	31.4	89.4736842105263	GP_logistic_EP
1	31.4	91.5789473684211	GP_logistic_EP_testtailored
1	31.4	92.4561403508772	GP_Erf_EP_testtailored
1	31.4	92.280701754386	GP_Erf_EP_testtailored_2
1	31.4	88.7719298245614	GP_logistic_EP
1	31.4	91.5789473684211	GP_logistic_EP_testtailored
2	4	91.5789473684211	GP_Erf_EP_testtailored
2	4	75.9649122807018	GP_Erf_EP_testtailored_2
2	4	92.6315789473684	GP_logistic_EP
2	4	78.9473684210526	GP_logistic_EP_testtailored
2	5	89.2982456140351	GP_Erf_EP_testtailored
2	5	89.4736842105263	GP_Erf_EP_testtailored_2
2	5	88.5964912280702	GP_logistic_EP
2	5	80.7017543859649	GP_logistic_EP_testtailored
2	6	83.5087719298246	GP_Erf_EP_testtailored
2	6	84.0350877192983	GP_Erf_EP_testtailored_2
2	6	84.2105263157895	GP_logistic_EP
2	6	84.9122807017544	GP_logistic_EP_testtailored
2	7	81.0526315789474	GP_Erf_EP_testtailored
2	7	85.0877192982456	GP_Erf_EP_testtailored_2
2	7	84.3859649122807	GP_logistic_EP
2	7	87.8947368421053	GP_logistic_EP_testtailored
2	8	83.1578947368421	GP_Erf_EP_testtailored
2	8	89.1228070175439	GP_Erf_EP_testtailored_2
2	8	83.859649122807	GP_logistic_EP
2	8	88.9473684210526	GP_logistic_EP_testtailored
2	9	86.3157894736842	GP_Erf_EP_testtailored
2	9	89.1228070175439	GP_Erf_EP_testtailored_2
2	9	84.3859649122807	GP_logistic_EP
2	9	88.7719298245614	GP_logistic_EP_testtailored
2	10	82.1052631578947	GP_Erf_EP_testtailored
2	10	89.8245614035088	GP_Erf_EP_testtailored_2
2	10	90.5263157894737	GP_logistic_EP
2	10	85.0877192982456	GP_logistic_EP_testtailored
2	11	84.7368421052632	GP_Erf_EP_testtailored
2	11	90.3508771929825	GP_Erf_EP_testtailored_2
2	11	85.6140350877193	GP_logistic_EP
2	11	89.1228070175439	GP_logistic_EP_testtailored
2	12	85.4385964912281	GP_Erf_EP_testtailored
2	12	95.2631578947368	GP_Erf_EP_testtailored_2
2	12	84.9122807017544	GP_logistic_EP
2	12	85.7894736842105	GP_logistic_EP_testtailored
2	13	84.7368421052632	GP_Erf_EP_testtailored
2	13	95.2631578947368	GP_Erf_EP_testtailored_2
2	13	84.5614035087719	GP_logistic_EP
2	13	88.2456140350877	GP_logistic_EP_testtailored
2	14	85.7894736842105	GP_Erf_EP_testtailored
2	14	96.4912280701754	GP_Erf_EP_testtailored_2
2	14	86.6666666666667	GP_logistic_EP
2	14	83.6842105263158	GP_logistic_EP_testtailored
2	15	90.8771929824561	GP_Erf_EP_testtailored
2	15	96.140350877193	GP_Erf_EP_testtailored_2
2	15	84.0350877192983	GP_logistic_EP
2	15	84.0350877192983	GP_logistic_EP_testtailored
2	16	89.8245614035088	GP_Erf_EP_testtailored
2	16	96.6666666666667	GP_Erf_EP_testtailored_2
2	16	86.3157894736842	GP_logistic_EP
2	16	88.421052631579	GP_logistic_EP_testtailored
2	17	88.7719298245614	GP_Erf_EP_testtailored
2	17	96.6666666666667	GP_Erf_EP_testtailored_2
2	17	87.1929824561404	GP_logistic_EP
2	17	91.9298245614035	GP_logistic_EP_testtailored
2	18	89.8245614035088	GP_Erf_EP_testtailored
2	18	96.8421052631579	GP_Erf_EP_testtailored_2
2	18	86.8421052631579	GP_logistic_EP
2	18	92.4561403508772	GP_logistic_EP_testtailored
2	19	91.9298245614035	GP_Erf_EP_testtailored
2	19	96.8421052631579	GP_Erf_EP_testtailored_2
2	19	86.6666666666667	GP_logistic_EP
2	19	92.4561403508772	GP_logistic_EP_testtailored
2	20	91.9298245614035	GP_Erf_EP_testtailored
2	20	96.8421052631579	GP_Erf_EP_testtailored_2
2	20	91.5789473684211	GP_logistic_EP
2	20	92.4561403508772	GP_logistic_EP_testtailored
2	21	92.1052631578947	GP_Erf_EP_testtailored
2	21	97.1929824561404	GP_Erf_EP_testtailored_2
2	21	91.2280701754386	GP_logistic_EP
2	21	93.5087719298246	GP_logistic_EP_testtailored
2	22	91.4035087719298	GP_Erf_EP_testtailored
2	22	97.719298245614	GP_Erf_EP_testtailored_2
2	22	90.8771929824561	GP_logistic_EP
2	22	94.5614035087719	GP_logistic_EP_testtailored
2	23	91.4035087719298	GP_Erf_EP_testtailored
2	23	97.719298245614	GP_Erf_EP_testtailored_2
2	23	90.7017543859649	GP_logistic_EP
2	23	95.9649122807018	GP_logistic_EP_testtailored
2	24	94.2105263157895	GP_Erf_EP_testtailored
2	24	97.5438596491228	GP_Erf_EP_testtailored_2
2	24	91.9298245614035	GP_logistic_EP
2	24	95.7894736842105	GP_logistic_EP_testtailored
2	25	93.1578947368421	GP_Erf_EP_testtailored
2	25	97.5438596491228	GP_Erf_EP_testtailored_2
2	25	92.9824561403509	GP_logistic_EP
2	25	95.9649122807018	GP_logistic_EP_testtailored
2	26	92.4561403508772	GP_Erf_EP_testtailored
2	26	97.5438596491228	GP_Erf_EP_testtailored_2
2	26	92.1052631578947	GP_logistic_EP
2	26	95.9649122807018	GP_logistic_EP_testtailored
2	27	93.3333333333333	GP_Erf_EP_testtailored
2	27	97.5438596491228	GP_Erf_EP_testtailored_2
2	27	94.0350877192983	GP_logistic_EP
2	27	95.9649122807018	GP_logistic_EP_testtailored
2	28	92.9824561403509	GP_Erf_EP_testtailored
2	28	97.719298245614	GP_Erf_EP_testtailored_2
2	28	94.0350877192983	GP_logistic_EP
2	28	95.9649122807018	GP_logistic_EP_testtailored
2	29	94.0350877192983	GP_Erf_EP_testtailored
2	29	97.719298245614	GP_Erf_EP_testtailored_2
2	29	91.7543859649123	GP_logistic_EP
2	29	96.3157894736842	GP_logistic_EP_testtailored
2	30	94.0350877192983	GP_Erf_EP_testtailored
2	30	97.719298245614	GP_Erf_EP_testtailored_2
2	30	94.7368421052632	GP_logistic_EP
2	30	95.6140350877193	GP_logistic_EP_testtailored
2	31	94.0350877192983	GP_Erf_EP_testtailored
2	31	97.719298245614	GP_Erf_EP_testtailored_2
2	31	94.7368421052632	GP_logistic_EP
2	31	96.140350877193	GP_logistic_EP_testtailored
2	31.4	94.0350877192983	GP_Erf_EP_testtailored
2	31.4	97.719298245614	GP_Erf_EP_testtailored_2
2	31.4	94.7368421052632	GP_logistic_EP
2	31.4	95.9649122807018	GP_logistic_EP_testtailored
2	31.4	95.7894736842105	GP_Erf_EP_testtailored
2	31.4	97.5438596491228	GP_Erf_EP_testtailored_2
2	31.4	94.9122807017544	GP_logistic_EP
2	31.4	96.140350877193	GP_logistic_EP_testtailored
2	31.4	95.9649122807018	GP_Erf_EP_testtailored
2	31.4	97.719298245614	GP_Erf_EP_testtailored_2
2	31.4	94.9122807017544	GP_logistic_EP
2	31.4	96.140350877193	GP_logistic_EP_testtailored
2	31.4	95.9649122807018	GP_Erf_EP_testtailored
2	31.4	97.3684210526316	GP_Erf_EP_testtailored_2
2	31.4	95.7894736842105	GP_logistic_EP
