group	x	ymin	ymax
1	4	65.4385964912281	92.6315789473684
1	5	85.7894736842105	90.8771929824561
1	6	77.5438596491228	85.2631578947368
1	7	77.3684210526316	92.280701754386
1	8	80.1754385964912	84.3859649122807
1	9	86.140350877193	87.719298245614
1	10	80.1754385964912	87.719298245614
1	11	82.1052631578947	86.8421052631579
1	12	83.6842105263158	88.5964912280702
1	13	83.3333333333333	90.7017543859649
1	14	83.3333333333333	89.8245614035088
1	15	83.859649122807	91.0526315789474
1	16	87.719298245614	91.0526315789474
1	17	88.5964912280702	89.1228070175439
1	18	88.7719298245614	90.8771929824561
1	19	88.7719298245614	92.6315789473684
1	20	89.8245614035088	91.9298245614035
1	21	88.7719298245614	92.6315789473684
1	22	89.1228070175439	92.8070175438596
1	23	91.4035087719298	93.5087719298246
1	24	91.4035087719298	94.5614035087719
1	25	92.280701754386	93.5087719298246
1	26	91.7543859649123	94.3859649122807
1	27	92.280701754386	94.5614035087719
1	28	91.7543859649123	94.3859649122807
1	29	92.9824561403509	95.2631578947368
1	30	90.7017543859649	95.2631578947368
1	31	92.9824561403509	95.0877192982456
1	32	91.9298245614035	95.2631578947368
1	33	95.7894736842105	95.9649122807018
1	34	94.9122807017544	95.9649122807018
1	35	95.2631578947368	95.9649122807018
1	36	94.7368421052632	96.140350877193
1	37	95.0877192982456	96.140350877193
1	38	94.0350877192983	95.9649122807018
1	39	94.5614035087719	95.9649122807018
1	40	95.9649122807018	96.4912280701754
1	41	96.3157894736842	97.1929824561404
1	42	96.8421052631579	97.3684210526316
1	43	96.8421052631579	97.3684210526316
1	44	96.8421052631579	97.3684210526316
1	45	97.0175438596491	97.3684210526316
1	46	97.0175438596491	97.3684210526316
1	47	97.0175438596491	97.3684210526316
1	48	97.0175438596491	97.3684210526316
1	49	97.0175438596491	97.3684210526316
1	50	97.0175438596491	97.3684210526316
1	51	97.0175438596491	97.3684210526316
1	52	97.0175438596491	97.3684210526316
1	53	97.0175438596491	97.5438596491228
1	54	96.3157894736842	97.0175438596491
1	55	97.0175438596491	97.3684210526316
1	56	97.0175438596491	97.3684210526316
1	57	97.0175438596491	97.3684210526316
1	58	97.0175438596491	97.3684210526316
1	59	96.8421052631579	97.3684210526316
1	60	97.0175438596491	97.3684210526316
2	4	68.2456140350877	89.8245614035088
2	5	84.5614035087719	92.4561403508772
2	6	76.6666666666667	89.4736842105263
2	7	76.6666666666667	89.2982456140351
2	8	76.3157894736842	90.3508771929825
2	9	85.9649122807018	89.8245614035088
2	10	88.421052631579	90.3508771929825
2	11	87.8947368421053	95.2631578947368
2	12	91.7543859649123	96.8421052631579
2	13	94.2105263157895	96.4912280701754
2	14	94.2105263157895	97.0175438596491
2	15	95.6140350877193	96.8421052631579
2	16	95.9649122807018	96.8421052631579
2	17	95.7894736842105	97.3684210526316
2	18	95.7894736842105	96.8421052631579
2	19	96.6666666666667	97.1929824561404
2	20	96.6666666666667	97.1929824561404
2	21	96.8421052631579	97.3684210526316
2	22	97.5438596491228	97.719298245614
2	23	97.1929824561404	97.8947368421053
2	24	97.0175438596491	97.719298245614
2	25	97.0175438596491	97.8947368421053
2	26	97.1929824561404	98.0701754385965
2	27	97.1929824561404	97.719298245614
2	28	97.5438596491228	97.719298245614
2	29	97.719298245614	97.719298245614
2	30	97.5438596491228	98.0701754385965
2	31	97.6754385964912	97.8070175438596
2	32	97.5438596491228	98.0701754385965
2	33	96.6666666666667	97.8947368421053
2	34	96.6666666666667	97.8947368421053
2	35	96.8421052631579	97.8947368421053
2	36	96.8421052631579	97.8947368421053
2	37	96.8421052631579	97.8947368421053
2	38	97.1929824561404	97.8947368421053
2	39	97.5438596491228	98.0701754385965
2	40	97.5438596491228	98.0701754385965
2	41	97.7192982456141	98.3771929824561
2	42	97.8947368421053	98.2456140350877
2	43	97.1929824561404	98.421052631579
2	44	97.8947368421053	98.421052631579
2	45	98.0701754385965	98.421052631579
2	46	98.0701754385965	98.421052631579
2	47	97.8947368421053	98.2456140350877
2	48	98.0701754385965	98.2456140350877
2	49	98.0701754385965	98.2456140350877
2	50	98.0701754385965	98.2456140350877
2	51	98.0701754385965	98.2456140350877
2	52	97.8947368421053	98.2456140350877
2	54	97.8947368421053	98.2456140350877
2	55	97.8947368421053	98.2456140350877
2	56	98.2456140350877	98.2456140350877
2	57	98.2456140350877	98.2456140350877
2	58	97.719298245614	98.2456140350877
2	59	98.0701754385965	98.2456140350877
2	60	98.0701754385965	98.5964912280702
2	53	98.2017543859649	98.3771929824561
4	4	90.1754385964912	92.6315789473684
4	5	86.6666666666667	89.6491228070176
4	6	81.9298245614035	85.0877192982456
4	7	81.5789473684211	85.2631578947368
4	8	81.0526315789474	84.3859649122807
4	9	83.5087719298246	86.4912280701755
4	10	83.859649122807	91.2280701754386
4	11	85.2631578947368	89.6491228070176
4	12	80	90.8771929824561
4	13	79.4736842105263	87.8947368421053
4	14	85.6140350877193	87.1929824561404
4	15	83.1578947368421	90.5263157894737
4	16	84.7368421052632	92.8070175438596
4	17	86.3157894736842	91.9298245614035
4	18	84.2105263157895	92.280701754386
4	19	86.3157894736842	90.8771929824561
4	20	86.6666666666667	94.9122807017544
4	21	87.5438596491228	94.3859649122807
4	22	87.5438596491228	94.3859649122807
4	23	87.719298245614	95.0877192982456
4	24	87.719298245614	94.3859649122807
4	25	91.5789473684211	95.4385964912281
4	26	91.2280701754386	95.6140350877193
4	27	90.7017543859649	95.9649122807018
4	28	91.2280701754386	95.7894736842105
4	29	90.8771929824561	96.140350877193
4	30	90.7017543859649	95.9649122807018
4	31	91.2280701754386	96.140350877193
4	32	94.7368421052632	96.140350877193
4	33	94.7368421052632	96.140350877193
4	34	94.7368421052632	96.140350877193
4	35	94.7368421052632	96.140350877193
4	36	95.0877192982456	95.9649122807018
4	37	95.2631578947368	95.9649122807018
4	38	95.0877192982456	95.9649122807018
4	39	95.7894736842105	96.140350877193
4	40	95.9649122807018	96.140350877193
4	41	95.4385964912281	96.140350877193
4	42	95.4385964912281	96.140350877193
4	43	95.4385964912281	96.140350877193
4	44	95.9649122807018	96.3157894736842
4	45	95.9649122807018	96.3157894736842
4	46	95.9649122807018	96.140350877193
4	47	95.6140350877193	96.140350877193
4	48	95.6140350877193	96.140350877193
4	49	95.6140350877193	96.140350877193
4	50	95.4385964912281	96.3157894736842
4	51	95.6140350877193	96.3157894736842
4	52	96.140350877193	96.3157894736842
4	53	96.140350877193	96.3157894736842
4	54	95.6140350877193	96.3157894736842
4	55	95.6140350877193	96.3157894736842
4	56	95.7894736842105	96.3157894736842
4	57	95.7894736842105	96.3157894736842
4	58	95.7894736842105	96.3157894736842
