group	x	ymin	ymax	showSelected2
2	4	73.75	92.6315789473684	GP_Erf_EP_testtailored
2	5	85.7894736842105	90.8771929824561	GP_Erf_EP_testtailored
2	6	77.5438596491228	85.2631578947368	GP_Erf_EP_testtailored
2	7	77.3684210526316	92.280701754386	GP_Erf_EP_testtailored
2	8	80.1754385964912	84.3859649122807	GP_Erf_EP_testtailored
2	9	86.140350877193	87.719298245614	GP_Erf_EP_testtailored
2	10	80.1754385964912	87.719298245614	GP_Erf_EP_testtailored
2	11	82.1052631578947	86.8421052631579	GP_Erf_EP_testtailored
2	12	83.6842105263158	88.5964912280702	GP_Erf_EP_testtailored
2	13	83.3333333333333	90.7017543859649	GP_Erf_EP_testtailored
2	14	83.3333333333333	89.8245614035088	GP_Erf_EP_testtailored
2	15	83.859649122807	91.0526315789474	GP_Erf_EP_testtailored
2	16	87.719298245614	91.0526315789474	GP_Erf_EP_testtailored
2	17	88.5964912280702	89.1228070175439	GP_Erf_EP_testtailored
2	18	88.7719298245614	90.8771929824561	GP_Erf_EP_testtailored
2	19	88.7719298245614	92.6315789473684	GP_Erf_EP_testtailored
2	20	89.8245614035088	91.9298245614035	GP_Erf_EP_testtailored
2	21	88.7719298245614	92.6315789473684	GP_Erf_EP_testtailored
2	22	89.1228070175439	92.8070175438596	GP_Erf_EP_testtailored
2	23	91.4035087719298	93.5087719298246	GP_Erf_EP_testtailored
2	24	91.4035087719298	94.5614035087719	GP_Erf_EP_testtailored
2	25	92.280701754386	93.5087719298246	GP_Erf_EP_testtailored
2	26	91.7543859649123	94.3859649122807	GP_Erf_EP_testtailored
2	27	92.280701754386	94.5614035087719	GP_Erf_EP_testtailored
2	28	91.7543859649123	94.3859649122807	GP_Erf_EP_testtailored
2	29	92.9824561403509	95.2631578947368	GP_Erf_EP_testtailored
2	30	90.7017543859649	95.2631578947368	GP_Erf_EP_testtailored
2	31	92.9824561403509	95.0877192982456	GP_Erf_EP_testtailored
2	31.4	91.9298245614035	95.2631578947368	GP_Erf_EP_testtailored
2	31.4	95.7894736842105	95.9649122807018	GP_Erf_EP_testtailored
2	31.4	94.9122807017544	95.9649122807018	GP_Erf_EP_testtailored
2	31.4	95.2631578947368	95.9649122807018	GP_Erf_EP_testtailored
2	31.4	94.7368421052632	96.140350877193	GP_Erf_EP_testtailored
2	31.4	95.0877192982456	96.140350877193	GP_Erf_EP_testtailored
2	31.4	94.0350877192983	95.9649122807018	GP_Erf_EP_testtailored
2	31.4	94.5614035087719	95.9649122807018	GP_Erf_EP_testtailored
2	31.4	95.9649122807018	96.4912280701754	GP_Erf_EP_testtailored
2	31.4	96.3157894736842	97.1929824561404	GP_Erf_EP_testtailored
2	31.4	96.8421052631579	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	96.8421052631579	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	96.8421052631579	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	97.0175438596491	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	97.0175438596491	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	97.0175438596491	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	97.0175438596491	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	97.0175438596491	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	97.0175438596491	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	97.0175438596491	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	97.0175438596491	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	97.0175438596491	97.5438596491228	GP_Erf_EP_testtailored
2	31.4	96.3157894736842	97.0175438596491	GP_Erf_EP_testtailored
2	31.4	97.0175438596491	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	97.0175438596491	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	97.0175438596491	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	97.0175438596491	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	96.8421052631579	97.3684210526316	GP_Erf_EP_testtailored
2	31.4	97.0175438596491	97.3684210526316	GP_Erf_EP_testtailored
3	4	85.7894736842105	92.1052631578947	GP_Erf_EP_testtailored
3	6	81.7543859649123	92.1052631578947	GP_Erf_EP_testtailored
3	8	75.4385964912281	78.5964912280702	GP_Erf_EP_testtailored
3	10	81.2280701754386	88.7719298245614	GP_Erf_EP_testtailored
3	12	88.5964912280702	91.7543859649123	GP_Erf_EP_testtailored
3	14	85.7894736842105	95.4385964912281	GP_Erf_EP_testtailored
3	16	92.9824561403509	94.7368421052632	GP_Erf_EP_testtailored
3	18	88.5964912280702	94.7368421052632	GP_Erf_EP_testtailored
3	20	90.8771929824561	96.4912280701754	GP_Erf_EP_testtailored
3	25	90.5263157894737	98.2456140350877	GP_Erf_EP_testtailored
3	30	95.6140350877193	97.8947368421053	GP_Erf_EP_testtailored
3	31.4	97.719298245614	98.2456140350877	GP_Erf_EP_testtailored
3	31.4	97.0175438596491	97.719298245614	GP_Erf_EP_testtailored
3	31.4	97.0175438596491	97.719298245614	GP_Erf_EP_testtailored
3	31.4	95.7894736842105	97.8947368421053	GP_Erf_EP_testtailored
3	31.4	97.5438596491228	97.719298245614	GP_Erf_EP_testtailored
3	31.4	97.3684210526316	98.0701754385965	GP_Erf_EP_testtailored
1	2	93.859649122807	93.859649122807	GP_Erf_EP_testtailored
1	4	93.859649122807	93.859649122807	GP_Erf_EP_testtailored
1	6	93.859649122807	93.859649122807	GP_Erf_EP_testtailored
1	8	93.859649122807	93.859649122807	GP_Erf_EP_testtailored
1	10	92.4561403508772	93.5087719298246	GP_Erf_EP_testtailored
1	12	92.280701754386	93.5087719298246	GP_Erf_EP_testtailored
1	14	92.280701754386	93.5087719298246	GP_Erf_EP_testtailored
1	16	92.280701754386	93.6842105263158	GP_Erf_EP_testtailored
1	18	92.280701754386	92.4561403508772	GP_Erf_EP_testtailored
1	20	91.5789473684211	92.4561403508772	GP_Erf_EP_testtailored
1	25	91.5789473684211	92.280701754386	GP_Erf_EP_testtailored
1	30	92.280701754386	92.280701754386	GP_Erf_EP_testtailored
1	31.4	92.280701754386	92.4561403508772	GP_Erf_EP_testtailored
1	31.4	92.4561403508772	92.4561403508772	GP_Erf_EP_testtailored
1	31.4	92.4561403508772	92.4561403508772	GP_Erf_EP_testtailored
1	31.4	92.4561403508772	92.4561403508772	GP_Erf_EP_testtailored
1	31.4	92.280701754386	92.4561403508772	GP_Erf_EP_testtailored
1	31.4	92.280701754386	92.4561403508772	GP_Erf_EP_testtailored
4	2	73.75	73.75	GP_Erf_EP_testtailored
4	4	73.75	91.5789473684211	GP_Erf_EP_testtailored
4	6	73.75	91.9298245614035	GP_Erf_EP_testtailored
4	8	73.75	92.8070175438596	GP_Erf_EP_testtailored
4	10	73.75	91.4035087719298	GP_Erf_EP_testtailored
4	12	77.8947368421053	92.280701754386	GP_Erf_EP_testtailored
4	14	77.8947368421053	92.280701754386	GP_Erf_EP_testtailored
4	16	77.8947368421053	92.280701754386	GP_Erf_EP_testtailored
4	18	89.8245614035088	93.6842105263158	GP_Erf_EP_testtailored
4	20	90	93.6842105263158	GP_Erf_EP_testtailored
4	25	93.6842105263158	95.0877192982456	GP_Erf_EP_testtailored
4	30	93.6842105263158	95.2631578947368	GP_Erf_EP_testtailored
4	31.4	94.9122807017544	96.3157894736842	GP_Erf_EP_testtailored
4	31.4	96.140350877193	96.4912280701754	GP_Erf_EP_testtailored
4	31.4	96.3157894736842	96.8421052631579	GP_Erf_EP_testtailored
4	31.4	96.3157894736842	96.8421052631579	GP_Erf_EP_testtailored
4	31.4	96.3157894736842	97.0175438596491	GP_Erf_EP_testtailored
4	31.4	96.8421052631579	97.1929824561404	GP_Erf_EP_testtailored
5	2	73.75	73.75	GP_Erf_EP_testtailored
5	4	73.75	78.2456140350877	GP_Erf_EP_testtailored
5	6	73.75	79.1228070175439	GP_Erf_EP_testtailored
5	8	73.75	82.8070175438597	GP_Erf_EP_testtailored
5	10	73.75	87.3684210526316	GP_Erf_EP_testtailored
5	12	82.8070175438597	92.280701754386	GP_Erf_EP_testtailored
5	14	82.4561403508772	92.280701754386	GP_Erf_EP_testtailored
5	16	82.8070175438597	95.0877192982456	GP_Erf_EP_testtailored
5	18	93.1578947368421	96.6666666666667	GP_Erf_EP_testtailored
5	20	94.5614035087719	96.6666666666667	GP_Erf_EP_testtailored
5	25	96.4912280701754	97.719298245614	GP_Erf_EP_testtailored
5	30	96.4912280701754	97.8947368421053	GP_Erf_EP_testtailored
5	31.4	97.5438596491228	98.2456140350877	GP_Erf_EP_testtailored
5	31.4	97.8947368421053	98.2456140350877	GP_Erf_EP_testtailored
5	31.4	97.8947368421053	98.2456140350877	GP_Erf_EP_testtailored
5	31.4	97.8947368421053	98.2456140350877	GP_Erf_EP_testtailored
5	31.4	97.8947368421053	98.2456140350877	GP_Erf_EP_testtailored
5	31.4	98.0701754385965	98.2456140350877	GP_Erf_EP_testtailored
6	2	91.0526315789474	91.0526315789474	GP_Erf_EP_testtailored
6	4	91.0526315789474	91.0526315789474	GP_Erf_EP_testtailored
6	6	91.0526315789474	91.0526315789474	GP_Erf_EP_testtailored
6	8	91.0526315789474	91.0526315789474	GP_Erf_EP_testtailored
6	10	91.0526315789474	91.0526315789474	GP_Erf_EP_testtailored
6	12	91.0526315789474	91.0526315789474	GP_Erf_EP_testtailored
6	14	91.0526315789474	91.0526315789474	GP_Erf_EP_testtailored
6	16	91.0526315789474	91.0526315789474	GP_Erf_EP_testtailored
