group	x	ymin	ymax
1	4	80.2083333333333	92.7083333333333
1	5	81.25	92.7083333333333
1	6	92.7083333333333	93.75
1	7	80.2083333333333	95.8333333333333
1	8	93.75	96.875
1	9	95.8333333333333	96.875
1	10	95.8333333333333	96.875
1	11	94.7916666666667	96.875
1	12	92.7083333333333	96.875
1	13	94.7916666666667	96.875
1	14	95.8333333333333	96.875
1	15	95.8333333333333	96.875
1	16	96.875	96.875
1	17	96.875	96.875
1	18	96.875	97.9166666666667
1	19	96.875	97.9166666666667
1	20	96.875	97.9166666666667
1	21	96.875	97.9166666666667
1	22	96.875	97.9166666666667
1	23	96.875	97.9166666666667
1	24	96.875	97.9166666666667
1	25	96.875	97.9166666666667
1	26	96.875	97.9166666666667
1	27	96.875	97.9166666666667
1	28	96.875	97.9166666666667
1	29	96.875	97.9166666666667
1	30	96.875	97.9166666666667
1	31	96.875	97.9166666666667
1	31.4	97.9166666666667	97.9166666666667
1	31.4	96.875	97.9166666666667
1	31.4	96.875	97.9166666666667
1	31.4	96.875	97.9166666666667
1	31.4	97.9166666666667	97.9166666666667
1	31.4	96.875	97.9166666666667
1	31.4	96.875	97.9166666666667
1	31.4	96.875	97.9166666666667
1	31.4	96.875	97.9166666666667
1	31.4	96.875	97.9166666666667
1	31.4	96.875	97.9166666666667
1	31.4	96.875	97.9166666666667
1	31.4	97.9166666666667	97.9166666666667
1	31.4	96.875	97.9166666666667
1	31.4	96.875	96.875
1	31.4	96.875	96.875
1	31.4	96.875	97.9166666666667
1	31.4	96.875	96.875
1	31.4	96.875	96.875
1	31.4	96.875	97.9166666666667
1	31.4	96.875	97.9166666666667
1	31.4	96.875	96.875
1	31.4	96.875	97.9166666666667
1	31.4	96.875	97.9166666666667
1	31.4	96.875	96.875
1	31.4	96.875	96.875
1	31.4	96.875	96.875
1	31.4	96.875	97.9166666666667
1	31.4	96.875	96.875
2	4	92.7083333333333	95.8333333333333
2	5	92.7083333333333	96.875
2	6	92.7083333333333	96.875
2	7	95.8333333333333	96.875
2	8	96.875	97.9166666666667
2	9	94.7916666666667	96.875
2	10	96.875	97.9166666666667
2	11	95.8333333333333	96.875
2	12	96.875	96.875
2	13	95.8333333333333	98.9583333333334
2	14	96.875	98.9583333333334
2	15	96.875	96.875
2	16	96.875	96.875
2	17	96.875	96.875
2	18	96.875	96.875
2	19	96.875	96.875
2	20	96.875	96.875
2	21	96.875	96.875
2	22	96.875	98.9583333333334
2	23	96.875	96.875
2	24	96.875	96.875
2	25	96.875	96.875
2	26	96.875	96.875
2	27	96.875	96.875
2	28	96.875	96.875
2	29	96.875	96.875
2	30	96.875	96.875
2	31	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
2	31.4	96.875	96.875
